считать/со-	to count	считать до десяти|to count to ten	deck#3	due@2020-10-25 20:07:31
иногда	sometimes	Он иногда помогает мне|He sometimes helps me	deck#4	due@2020-11-05 17:27:45
кричать/за-	to shout	я кричу, ты кричишь|I shout, you shout; p: закричу, закричишь	deck#4	due@2020-11-01 19:08:56
фабрика	factory	Он работает на новой фабрике|He works at the new factory	deck#4	due@2020-10-28 19:37:50
успевать/успеть (+inf)	to have time, to be in time	Вы успеете это сделать?|Will you have time to do this?	deck#2	due@2020-10-07 17:15:34
действительно	really, actually	Это действительно так|It really is so	deck#2	due@2020-10-11 16:27:02
именно	namely, exactly	Где именно?|Where exactly?	deck#2	due@2020-10-11 16:29:25
общий	general (adj)	общее собрание; в общем|general meeting; in general	deck#4	due@2020-11-05 17:33:59
всякий	any	во всяком случае|in any case, всякий раз	deck#3	due@2020-10-17 16:25:48
директор	director	директор завода; директора|factory manager; managers	deck#5	due@2020-12-11 16:08:24
красивый	beautiful	красивая девушка|beautiful girl	deck#5	due@2020-12-31 19:17:26
номер	number; hotel room	номера|numbers	deck#5	due@2020-12-11 16:08:27
около (+g)	near; about	около дома; около тысячи рублей|near the house; about 1,000 roubles	deck#4	due@2020-11-13 21:19:07
парень (m)	lad, boy	Все парни считают её красивой|All the boys think her beautiful	deck#4	due@2020-10-26 12:53:43
хозяйство	economy	народное хозяйство|national economy	deck#3	due@2020-10-17 16:24:00
вокруг (+g)	around	вокруг света|around the world	deck#3	due@2020-10-25 20:17:47
душа	soul	русская душа; от всей Души|Russian soul; with all one’s heart	deck#4	due@2020-10-26 13:02:38
четвёртый	fourth	в четвёртом номере журнала|in the fourth number of the journal	deck#2	due@2020-10-07 17:19:31
шесть	six	шесть учеников|six pupils	deck#5	due@2020-12-11 16:09:18
поднимать/поднять (+a)	to raise, lift	Я подниму руку; Ты поднимешь этот вопрос?|I shall raise my hand; Will you raise this question?	deck#3	due@2020-10-17 16:18:58
взгляд	look, view	с первого взгляда|at first sight	deck#4	due@2020-10-30 18:36:28
инженер	engineer	шесть инженеров|six engineers	deck#5	due@2021-01-12 21:15:42
также	as well	Иван, а также Борис|Ivan and also Boris	deck#5	due@2021-01-12 21:10:46
тяжёлый	heavy	тяжёлая промышленность|heavy industry	deck#4	due@2020-10-28 18:31:05
цветок (pl цветы)	flower	два цветка; красивые цветы|two flowers; nice flowers	deck#4	due@2020-11-01 19:23:37
брать/взять (+a)	to take	i Я беру книгу, а ты берёшь газету|I take a book, and you take a paper; p Я возьму такси; Ты возьмёшь эту книгу?|I shall take a taxi; Will you take this book?	deck#4	due@2020-11-05 17:33:04
видно	evident, visible	Конца ещё не видно|The end is not yet in sight	deck#3	due@2020-10-17 16:20:15
воздух	air	в воздухе|in the air	deck#3	due@2020-10-25 20:15:59
давно	(since) long ago	Мы давно здесь|We have been here a long time	deck#4	due@2020-10-28 19:05:05
забывать/забыть (+a or o +pr)	to forget	p Я забуду его, ты тоже забудешь о нём|I’ll forget him, you’ll forget about him too	deck#4	due@2020-10-26 12:58:22
из-за (+g)	from behind; because of	из-за дождя|because of the rain	deck#4	due@2020-11-09 16:21:50
опыт	experience; experiment	По опыту знаю|I know by experience	deck#3	due@2020-10-21 21:08:25
звать/по- (+a)	to call (s.o.); summon	Как вас зовут? Он зовёт на помощь|What is your name? He is calling for help; p позову, позовёшь	deck#4	due@2020-10-28 18:41:37
стройка	building; building site	работать на стройке|to work on a building site	deck#2	due@2020-10-11 16:13:10
жена	wife	жёны|wives	deck#5	due@2020-12-11 19:32:53
молоко	milk	бутылка молока|bottle of milk	deck#5	due@2020-12-11 19:32:57
ставить/по- (+a)	to place, put (in a standing position)	i: ставлю, ставишь; Я поставлю машину здесь; Он поставит бутылку на стол|I will park my car here; He will put the bottle on the table	deck#3	due@2020-10-25 20:16:15
однако	however	Однако, он забыл|However, he forgot	deck#3	due@2020-10-21 21:25:00
угол	corner	Он стоит на углу|He is standing at the corner	deck#4	due@2020-10-28 18:41:54
бумага	paper	писать на красной бумаге|to write on red paper	deck#4	due@2020-11-13 21:14:26
принимать/принять (+a)	to take, accept, receive	Президент примет его завтра; Я приму меры|The president will see him tomorrow; I shall take measures	deck#2	due@2020-10-07 17:17:03
длинный	long	длинная улица|long street	deck#4	due@2020-10-30 18:37:03
занятие	occupation; (pl) classes	занятия в университете|university studies	deck#3	due@2020-10-21 21:30:33
чистый	clean, pure	чистые руки|clean hands	deck#4	due@2020-11-09 16:27:32
садиться/сесть	to sit down; get into (transport)	я сажусь, ты садишься|I sit down, you sit down; я сяду, ты сядешь; Сядем на автобус|I’ll sit down, you’ll sit down; Let’s take a bus	deck#4	due@2020-10-28 19:05:19
часто	often	Я бываю здесь часто|I come here often	deck#5	due@2020-12-11 08:40:49
шестой	sixth	шестая квартира|flat no. 6	deck#5	due@2020-12-11 19:34:12
военный	military, war (adj); soldier	военное время; военные|wartime; soldiers	deck#3	due@2020-10-17 16:32:38
вставать/встать	to get up, stand up	i: встаю, встаёшь; p: Я встану в восемь часов; Ты встанешь в семь|I shall get up at eight; You’ll get up at seven	deck#4	due@2020-11-04 22:09:19
игра	game	олимпийские игры|Olympic Games	deck#4	due@2020-11-13 21:14:23
кружок	circle, club	член литературного кружка|member of a literary group	deck#2	due@2020-10-17 18:58:43
хозяин (pl хозяева)	master, boss, owner, host	хозяева своей страны|masters of one’s own country	deck#3	due@2020-10-17 16:32:56
никакой	(absolutely) no	Нет никакого сомнения; Он ни к какому выводу не пришёл|There is no doubt at all; He came to no conclusion	deck#4	due@2020-10-28 19:02:05
дядя (m)	uncle	дядя Ваня|Uncle Vanya	deck#4	due@2020-11-01 19:20:41
живой	alive, lively	живой ум|lively mind	deck#4	due@2020-11-13 21:19:42
деревня	village; countryside	много деревень; жить в деревне|many villages; to live in the countryside	deck#3	due@2020-10-21 21:15:15
образ	manner, way, shape, image	образ жизни; таким образом; образ правления|way of life; thus; form of government	deck#3	due@2020-10-21 21:16:14
порядок	order	Всё в порядке|Everything is alright	deck#3	due@2020-10-17 16:24:58
строитель (m)	construction worker, builder	стать строителем|to become a construction worker	deck#2	due@2020-10-07 17:26:16
успех	success	иметь успех; успехи|to be successful; progress/success	deck#3	due@2020-10-17 16:12:51
приносить/принести (+a)	to bring	i: приношу, приносишь; Я принесу хлеб; Он принёс книгу|I shall bring the bread; He brought the book	deck#4	due@2020-11-05 17:19:45
слишком	too, too much	слишком долго|too long	deck#5	due@2020-12-10 22:34:24
добрый	good, kind	Доброе утро!|Good morning!	deck#5	due@2020-12-11 19:37:21
прежде	before	прежде всего|first of all	deck#4	due@2020-11-09 15:43:18
рассказ	story	рассказы Чехова|Chekhov’s short stories	deck#4	due@2020-11-01 19:23:00
семья	family	десять семей|ten families	deck#5	due@2020-12-10 22:38:01
утро	morning	в восемь часов утра|at eight o’clock in the morning	deck#5	due@2021-01-12 21:27:56
лагерь (m)	camp	концентрационные лагеря|concentration camps	deck#4	due@2020-10-28 19:29:39
знакомый	familiar; an acquaintance	Я не знаком с ним; мои знакомые|I don’t know him; my acquaintances	deck#3	due@2020-10-21 21:10:41
армия	army	Британская армия|the British Army	deck#5	due@2020-12-11 19:37:30
нос	nose	нос к носу; Зима на носу|face to face (nose to nose); Winter is coming (is on the nose)	deck#3	due@2020-10-17 16:08:45
пожалуйста	please, please do; don’t mention it	Садитесь, пожалуйста|Please sit down	deck#5	due@2020-12-11 19:37:37
собираться/собраться (+inf)	to gather; intend to; be about to	Он собирается уехать|He is about to leave	deck#2	due@2020-10-16 20:09:24
сначала	at first; from the beginning	начать сначала|to begin from the beginning	deck#4	due@2020-10-28 19:45:35
техника	technology	западная техника|Western technology	deck#5	due@2020-12-11 08:50:11
деньги (f) (pl)	money	много денег|a lot of money	deck#5	due@2020-12-11 19:38:46
доклад	report	сделать доклад|to make a report	deck#3	due@2020-10-21 21:18:02
оба (f обе)	both	оба доклада; обеими руками|both reports; with both hands	deck#4	due@2020-11-13 21:28:55
седьмой	seventh	седьмое нёбо|seventh heaven	deck#5	due@2020-12-11 19:39:00
поздно	late	Он пришёл очень поздно|Не came very late	deck#4	due@2020-11-13 21:13:42
попадать/попасть (в/на +a)	to hit; to get to	i попадать в цель to hit the target; Он не попадёт в цель; Как мне попасть на Красную площадь?|He won’t hit the target; How do I get to Red Square?	deck#2	due@2020-10-11 16:10:37
встреча	meeting	встреча со студентами|a meeting with the students	deck#5	due@2020-12-11 19:39:49
возможность (f)	possibility	возможность поехать в Россию|a chance to go to Russia	deck#5	due@2020-12-11 19:39:53
культура	culture	министерство культуры|ministry of culture	deck#5	due@2020-12-11 19:39:55
следовать/по-	to follow (+d); to be required	i Я следую за ней; Вам следует помочь им|I am following her; You ought to help them; p последую, последуешь	deck#3	due@2020-10-17 16:30:48
команда	team, crew; command	футбольная команда|football team	deck#4	due@2020-10-26 13:03:13
ну	well	Ну вот ...; Ну хорошо|Well, then ...; All right then	deck#4	due@2020-10-30 18:37:42
очередь (f)	queue, turn	стоять в очереди|stand in a queue/wait in line	deck#2	due@2020-10-16 20:12:29
личный	personal	личный опыт|personal experience	deck#2	due@2020-10-11 16:33:15
школа	school	средняя школа|secondary school	deck#5	due@2020-12-11 19:40:59
расти/вы-	to grow	Он рос быстро; Он растёт|He grew quickly; He is growing	deck#4	due@2020-11-01 19:14:12
колхоз	collective farm	в колхозе|on a collective farm	deck#5	due@2021-01-12 21:18:26
причина	reason (+g for), cause	по этой причине; причина войны|for that reason; reason for/cause of war	deck#4	due@2020-11-09 16:10:10
ребята	children, boys (coll)	Ребята играют во дворе|The children play in the courtyard	deck#4	due@2020-10-31 21:34:01
девочка	little girl	Девочке пять лет|The little girl is five years old	deck#5	due@2021-01-12 21:21:36
многий	many	Многие так думают|Many (people) think so	deck#5	due@2020-12-11 19:41:18
организация	organization	новые организации|new organizations	deck#5	due@2020-12-11 19:41:20
мама	mother; mummy	молодые мамы|young mothers	deck#5	due@2020-12-11 19:41:21
станция	station	Поезд остановился на станции|The train stopped at the station	deck#4	due@2020-10-28 19:14:46
туда	there (thither)	Я пойду туда завтра|I shall go there tomorrow	deck#5	due@2020-12-11 19:41:23
уж/уже	already; really	не так уж много|not so very many	deck#5	due@2020-12-11 19:41:27
совершенно	completely, perfectly, absolutely, quite	Совершенно правильно|Absolutely right	deck#3	due@2020-10-21 21:18:55
спокойно	calmly, quietly	Он спокойно взял все доллары|He calmly took all the dollars	deck#4	due@2020-10-28 18:36:10
хотеться/за- (+d)	to want, feel like; p: to start to want	Мне хотелось бы поговорить с ней|I should like to talk to her; p захочется	deck#4	due@2020-11-13 21:21:23
всё-таки	all the same, for all that	Всё-таки он не прав|Nevertheless he is wrong		
чем	than	Я знаю больше, чем вы|I know more than you do	deck#4	due@2020-11-09 16:14:45
будто	as though, as if, allegedly	Говорят, будто он ушёл|They claim he has left|Она смотрела на дверь, будто ожидала кого-то.	deck#3	due@2020-10-25 20:01:06
мнение	opinion	по моему мнению|in my opinion	deck#4	due@2020-11-13 21:16:47
впервые	for the first time	Я здесь впервые|I haven’t been here before	deck#4	due@2020-10-31 21:34:37
любой	any (any you like)	Можно взять любую книгу|You may take any book	deck#4	due@2020-10-30 18:36:16
медленно	slowly	Говорите медленно, пожалуйста|Please speak slowly	deck#5	due@2021-01-12 21:15:19
друг друга	each other	помогать друг другу|to help each other	deck#5	due@2020-12-11 19:42:57
приходиться/прийтись (+d)	to have to	Ей приходится молчать; Нам приходилось помогать им|She has to keep quiet; We had to help them; Нам пришлось уйти; Вам придётся идти к начальнику|We had to leave; You’ll have to go to the boss	deck#2	due@2020-10-11 16:14:42
начало	beginning	в начале года|at the beginning of the year	deck#4	due@2020-11-09 15:39:18
похожий	resembling, similar	Они похожи друг на друга|They are alike	deck#4	due@2020-11-05 17:18:24
зал	hall	читальный зал|reading room	deck#4	due@2020-11-13 21:19:02
держать (i)	to hold, keep	Вы держите молоко в холодном месте?|Do you keep the milk in a cold place?	deck#4	due@2020-11-17 20:03:13
предприятие	enterprise, factory	мелкое предприятие|a small business	deck#3	due@2020-10-25 20:02:40
спортивный	sporting	спортивный зал|gymnasium/sports hall	deck#5	due@2021-01-12 21:20:57
весёлый	cheerful, merry	весёлое настроение|cheerful mood	deck#3	due@2020-10-25 20:00:06
здравствовать (i)	to be healthy, prosper	Да здравствуют мир и дружба!|Long live peace and friendship!	deck#3	due@2020-10-25 20:17:27
Здравствуй(те)	Hello/How are you?	Здравствуй, Наташа|Hello, Natasha	deck#5	due@2020-12-11 19:44:01
вперёд	forward; in advance	шаг вперёд|a step forward	deck#3	due@2020-10-17 16:23:20
зелёный	green	зелёная книга|a green book	deck#5	due@2020-12-31 19:21:54
нёбо	sky, heaven	небеса|the heavens	deck#4	due@2020-10-28 19:41:15
встречать/встретить (+a)	to meet	Я встречу вас на вокзале; Ты встретишь Новый год с нами?|I shall meet you at the station; Will you see the New Year in with us?	deck#5	due@2020-12-11 19:44:12
отношение (к +d)	attitude, relation (to); (pl) relations	его отношение к вам; англо-русские отношения|his attitude to you; Anglo-Russian relations	deck#4	due@2020-11-05 17:26:12
бабушка	grandmother	много бабушек|many grandmothers	deck#5	due@2020-12-11 19:44:17
детский	children’s	детский сад|kindergarten	deck#4	due@2020-10-31 21:34:11
останавливаться/остановиться	to stop	p: Я остановлюсь перед домом; Он не остановится|I shall stop in front of the house; He will not stop	deck#3	due@2020-10-21 21:29:07
ответ	answer	ответ на вопрос|answer to a question	deck#5	due@2020-12-11 19:44:32
восемь	eight	в восьми школах|in eight schools	deck#5	due@2020-12-31 19:23:14
доска	board	писать на доске|to write on the board	deck#3	due@2020-10-17 16:11:59
появляться/появиться	to appear	Скоро появится его жена|His wife will soon appear	deck#2	due@2020-10-16 20:08:40
неделя	week	восемь недель|eight weeks	deck#5	due@2021-01-12 21:24:34
завод	factory	Он работает на заводе |Не works in a factory	deck#4	due@2020-11-13 21:27:30
форма	form	форма правления|form of government	deck#5	due@2020-12-11 19:45:20
являться (i) (+inst)	to be (sth) (formal)	Он является директором|He is the director	deck#2	due@2020-10-17 18:53:51
вещь (f)	thing	Все его вещи в этом чемодане|All his things are in this suitcase	deck#4	due@2020-11-04 22:14:52
герой	hero	герой войны|war hero	deck#5	due@2021-01-12 21:29:15
кроме (+g)	except, besides	кроме меня; кроме того|except me; moreover/in addition	deck#4	due@2020-11-01 19:21:47
подниматься/подняться	to rise, climb	Я поднимусь на третий этаж; Они поднимутся на гору|I shall climb to the 3rd floor; They will climb the hill	deck#2	due@2020-10-11 15:41:12
съезд	congress	дворец съездов|palace of congresses	deck#3	due@2020-10-25 19:56:42
точно	exactly; punctually	точно в час|at one o’clock precisely	deck#3	due@2020-10-25 20:00:09
ход	movement	на полном ходу; ход событий|at full speed; course of events	deck#3	due@2020-10-21 21:24:32
равно	equal, alike (adv)	Всё равно; Не всё ли равно?|It’s all the same; What difference does it make?	deck#3	due@2020-10-21 21:26:07
шаг	step	сделать шаг вперёд|to take a step forward	deck#4	due@2020-11-17 20:08:24
клуб	club	клуб художников|artist’s club	deck#5	due@2020-12-11 19:46:35
крупный	large, important	крупные промышленные центры|large industrial centres	deck#3	due@2020-10-21 21:07:11
вспоминать/вспомнить (+a or о +pr)	to remember, recall	Ты вспомнишь о ней?|Will you remember her?	deck#4	due@2020-11-04 22:14:56
небольшой	small	Суздаль - город небольшой|Suzdal' is not a large town	deck#5	due@2020-12-31 19:14:21
художественный	artistic	художественная литература|belles-lettres, fiction (artistic literature)	deck#3	due@2020-10-21 21:27:01
кто-то	someone	Кто-то вошёл|Someone came in	deck#4	due@2020-10-26 12:56:46
нравиться/по- (+d)	to please (s. o.)	Она нам нравится|We like her; p: понравлюсь, понравишься	deck#5	due@2021-01-12 21:07:47
школьный	school (adj)	школьные годы|school years	deck#4	due@2020-11-13 21:19:34
государство	state	глава государства|head of state	deck#5	due@2020-12-11 19:47:18
американский	American	американская армия|American army	deck#6	due@2021-09-07 19:47:20
строить/по- (+a)	to build	Мы строим новую жизнь|We are building a new life	deck#4	due@2020-10-28 19:40:09
восьмой	eighth	на восьмом съезде партии|at the eighth party congress	deck#4	due@2020-10-26 13:07:38
немного (+g)	a little, not much	Денег осталось совсем немного|There is very little money left	deck#5	due@2020-12-11 19:47:27
пауза	pause	сделать паузу|to pause	deck#5	due@2020-12-11 19:47:29
показывать/показать (+a +d)	to show (sth to s.o.)	Она показывала ему свою квартиру|She was showing him her flat; Я покажу тебе дорогу|I shall show you the way	deck#3	due@2020-10-17 16:26:21
далеко	far	Иван живёт далеко от нас|Ivan lives far from us	deck#5	due@2021-01-12 21:07:41
затем	after that, then	Они выпили и затем продолжали разговор|They had a drink and then continued their talk	deck#3	due@2020-10-17 16:31:36
здание	building	новые здания|new buildings	deck#4	due@2020-11-13 21:06:22
однажды	once, one day	однажды вечером|one evening	deck#3	due@2020-10-25 20:00:22
птица	bird	Птицы летят на юг|The birds are flying south.	deck#5	due@2021-01-12 21:29:25
самолёт	aeroplane	на самолёте|by plane	deck#5	due@2020-12-11 19:48:09
семь	seven	семь новых зданий; с семью друзьями|seven new buildings; with seven friends	deck#5	due@2020-12-11 19:48:11
шофёр	driver	шофёр такси|taxi driver	deck#5	due@2020-12-10 22:38:32
двести	two hundred	больше двухсот|more than two hundred	deck#2	due@2020-10-11 16:24:19
известный	well-known	известные учёные|well-known scholars	deck#4	due@2020-11-04 22:09:28
правильно	correctly	Он ответил правильно|He answered correctly	deck#4	due@2020-11-01 19:12:23
решение	decision; solution	принять решение|to take a decision	deck#4	due@2020-10-28 19:08:52
вечером	in the evening	Он приедет вечером|He will come in the evening	deck#4	due@2020-10-28 18:56:52
готовый	ready	Вы готовы?|Are you ready?	deck#4	due@2020-10-28 18:48:04
стараться/по- (+inf)	to try	Она старалась открыть дверь|She was trying to open the door	deck#3	due@2020-10-21 21:29:41
например	for example	Есть хорошие книги, «Война и мир», например|There are good books, “War and Peace”, for example	deck#4	due@2020-11-13 21:13:57
простой	simple	простые люди|ordinary people	deck#4	due@2020-10-28 19:43:08
учить/вы- (+a)	to learn (sth)	Я учу новые русские слова|I am learning new Russian words	deck#4	due@2020-10-26 13:05:23
учить/на- (+а +d)	to teach (s.o. sth)	Он учит её русскому языку|He is teaching her Russian; p научу, научишь	deck#3	due@2020-10-21 21:08:41
иной	other	иными словами; тот или иной|in other words; one or other	deck#3	due@2020-10-25 19:58:50
результат	result	результаты нашей работы|results of our work	deck#6	due@2021-09-07 19:49:36
доктор	doctor	доктора|doctors	deck#6	due@2021-09-07 19:49:38
случаться/случиться	to happen	Он спросил, что случилось|He asked what happened	deck#3	due@2020-10-17 16:22:58
называть/назвать (+a +inst)	to call, name (s.o. sth)	Никто не называл её красивой|No-one called her beautiful p назову, назовёшь	deck#4	due@2020-10-28 18:42:25
важный	important	важные люди|important people	deck#4	due@2020-11-13 21:21:23
знание	knowledge	знания русского языка|knowledge of Russian	deck#3	due@2020-10-17 16:33:18
улыбаться/улыбнуться (+d)	to smile (at)	Она не улыбнётся|She will not smile	deck#4	due@2020-10-28 18:58:19
плохо	badly	Он плохо знает английский язык|He doesn’t know English well	deck#5	due@2020-12-11 19:53:07
учиться/на- (+inf)	to learn (to do sth)	Он научился говорить по-русски|He learned to speak Russian	deck#4	due@2020-10-28 18:43:06
открывать/открыть (+a)	to open; to discover	p Я открою дверь; Ты откроешь окно|I shall open the door; You will open the window	deck#4	due@2020-11-13 21:29:44
оставаться/остаться	to stay	i: Она остаётся на ночь; Оставалось пять минут|She is staying the night; There were five minutes left; p: Я останусь здесь|I shall stay here	deck#3	due@2020-10-21 21:28:26
наука	science; scholarship	общественные науки|social sciences	deck#4	due@2020-11-01 19:17:29
камень (m)	stone	из камня; много камней|made of stone; many stones	deck#3	due@2020-10-25 20:00:11
против (+g)	against; opposite	против войны; против школы|against war; opposite the school	deck#5	due@2021-01-12 21:16:10
развитие	development	общественное развитие|social development	deck#3	due@2020-10-21 21:30:38
бог	God	Боже мой!|My goodness!	deck#5	due@2020-12-11 20:08:20
общество	society	развитие общества|development of society	deck#3	due@2020-10-17 16:29:49
ничего	nothing; all right, not too bad; never mind	-Как дела? -Ничего; -Простите -Ничего|- How are things? - All right; - I’m sorry - It doesn’t matter	deck#5	due@2020-12-11 20:09:03
условие	condition	хорошие условия|good conditions	deck#2	due@2020-10-16 20:07:32
господин (pl господа)	gentleman; Mr	Дамы и господа! Это господин Смит|Ladies and Gentlemen! This is Mr Smith	deck#3	due@2020-10-17 16:32:43
солдат	soldier	много солдат|many soldiers	deck#6	due@2021-09-07 20:10:01
революция	revolution	Октябрьская революция|the October Revolution	deck#5	due@2020-12-11 20:10:08
начинаться/начаться	to begin	Занятия начинаются на следующей неделе|Classes begin next week; Собрание скоро начнётся|The meeting will soon begin	deck#4	due@2020-11-13 21:23:06
область (f)	oblast, province; area, field (of activity)	g pl областей	deck#4	due@2020-11-13 21:25:53
что-то	something; (coll) somewhat, somehow	g чего-то	deck#5	due@2020-12-10 22:38:00
власть (f)	power	g pl властей; власти authorities	deck#4	due@2020-10-31 21:35:13
судьба	fate	nom pl судьбы, g pl судеб	deck#3	due@2020-10-17 16:32:21
действие	act, action	Его действия показались нам странными|основа для практических действий	deck#3	due@2020-10-25 20:00:27
энергия	energy		deck#5	due@2020-12-11 20:10:52
ряд	row, line, series	nom pl ряды; pr в ряду: row, line; pr в ряде: series	deck#3	due@2020-10-21 21:23:14
находиться/найтись	to be situated; to be found, turn up	i нахожусь, находишься; p: найдусь, найдёшься; past нашёлся, нашлась	deck#4	due@2020-11-13 21:17:05
положение	position		deck#4	due@2020-11-17 20:13:54
глядеть/по- (на +a)	to look (at)	i: гляжу, глядишь; p: погляжу, поглядишь	deck#3	due@2020-10-25 20:17:32
век	century; age, era	nom pl века; в прошлом веке last century	deck#4	due@2020-11-01 19:21:44
миллион	million		deck#5	due@2020-12-11 20:11:26
общественный	social, public	общественное мнение public opinion	deck#3	due@2020-10-17 16:15:01
основной	basic, fundamental, main, principal	Я объяснил основные причины	deck#3	due@2020-10-25 19:57:12
генерал	general (noun)		deck#5	due@2020-12-11 20:12:13
интерес	interest	интерес к языкам interest in languages	deck#6	due@2021-09-07 20:12:14
легко	easily; it is easy		deck#4	due@2020-11-01 19:12:19
материал	material		deck#5	due@2021-01-12 21:27:55
цель (f)	target, purpose	с целью +g with the object of	deck#4	due@2020-10-26 12:53:40
огонь (m)	fire; light	g sg огня; nom pl. огни	deck#4	due@2020-11-13 21:10:05
закон	law		deck#4	due@2020-10-28 18:49:54
природа	nature	закон природы law of nature	deck#3	due@2020-10-25 20:14:36
масса	mass	трудящиеся массы the working masses	deck#4	due@2020-10-28 19:31:52
бой	battle	pr sg бою, nom pl бой, g pl боёв	deck#3	due@2020-10-21 21:09:29
политический	political		deck#5	due@2021-01-12 21:19:12
луч	ray, beam	g sg луча, nom pl лучи, g pl лучей		
волна	wave	nom pl волны, g pl волн, d pl волнам	deck#3	due@2020-10-21 21:16:17
процесс	process; trial, lawsuit		deck#4	due@2020-11-13 21:06:48
научный	scientific, scholarly		deck#4	due@2020-11-17 20:16:20
различный	different, various		deck#3	due@2020-10-22 20:13:21
мировой	world (adj)		deck#3	due@2020-10-17 16:19:46
система	system		deck#5	due@2020-12-31 19:23:30
лист	leaf (of plant); sheet (of paper)	(nom pl листья, g pl листьев) leaf (of plant); (nom pl листы, g pl листов) sheet (of paper); g sg листа	deck#4	due@2020-10-31 21:31:26
хоть	even if, if only, even, although	Заходи хоть на минуту Drop in if only for a moment	deck#4	due@2020-11-05 17:26:53
ребёнок	child	g sg ребёнка; nom pl дети, g pl детей	deck#5	due@2020-12-11 20:13:32
связь (f)	connection, link, communication	отделение связи post office; в связи с +inst in connection with; торговые связи trade links	deck#3	due@2020-10-17 15:41:49
вообще	in general		deck#4	due@2020-10-31 21:29:08
верить/по-	to believe (+d) s.o. or sth, (в +a ) in s.o. or sth	i: верю, веришь	deck#4	due@2020-10-28 19:00:52
мужчина (m)	man	двое мужчин two men	deck#5	due@2020-12-11 08:58:28
что-нибудь	anything	g чего-нибудь	deck#5	due@2021-01-12 21:15:01
представлять/представить (+a)	to present, introduce	p: представлю, представишь; представить себе to imagine	deck#3	due@2020-10-17 16:16:15
искать/по- (+a or +g)	to search for, to look for	i: ищу, ищешь	deck#4	due@2020-10-26 13:07:49
писатель (m)	writer		deck#5	due@2021-01-12 21:09:09
промышленность (f)	industry	Российская атомная промышленность	deck#2	due@2020-10-11 16:26:07
учёный (m) (adj)	learned, scholarly; (as noun) scholar, scientist		deck#3	due@2020-10-25 19:56:38
верно	right, faithfully, truly, correctly; it is true		deck#3	due@2020-10-25 20:10:33
служить/по-	to serve	i служу, служишь/p послужу, послужишь; послужить примером to serve as an example	deck#3	due@2020-10-25 20:08:14
правительство	government	правительство страны	deck#3	due@2020-10-21 21:16:57
экономический	economic		deck#5	due@2020-12-11 08:43:15
есть/съ- (+a)	to eat	i: ем, ешь, ест, едим, едите, едят, past ел, ела; p съем, съешь, съест, съедим, съедите, съедят, past съел, съела	deck#4	due@2020-11-13 21:21:53
рабочий (m) (adj)	(blue collar) worker; working	жизнь рабочего life of a worker; рабочий класс working class	deck#4	due@2020-10-28 19:44:25
современный	modern, contemporary		deck#3	due@2020-10-25 20:08:45
работник	worker, s.o. who works	партийные работники party workers	deck#4	due@2020-10-28 19:17:40
чёрт	devil	g sg чёрта, nom pl черти, g pl чертей	deck#4	due@2020-11-05 17:19:48
качество	quality		deck#3	due@2020-10-21 21:25:40
международный	international		deck#5	due@2020-12-11 20:15:36
офицер	officer		deck#5	due@2020-12-11 20:15:38
проблема	problem		deck#5	due@2020-12-11 08:41:52
требовать/по- (+g)	to demand	i: требую, требуешь; p потребую|Рабочие требуют повышения оплаты труда	deck#2	due@2020-10-11 16:31:08
коммунизм	communism		deck#6	due@2021-09-07 20:15:45
корабль (m)	ship	g sg корабля	deck#4	due@2020-11-13 21:17:01
класс	class; classroom	рабочий класс working class	deck#5	due@2020-12-11 08:48:58
километр	kilometre		deck#6	due@2021-09-07 20:15:46
число	number; date	nom pl числа, g pl чисел	deck#4	due@2020-10-28 18:34:41
база	base; depot	на базе +g on the basis of	deck#4	due@2020-11-13 21:13:17
палец	finger; toe	g sg пальца	deck#4	due@2020-11-13 21:26:57
количество	quantity		deck#3	due@2020-10-17 16:26:30
коммунист	communist		deck#6	due@2021-09-07 20:16:15
победа	victory	победа во Второй мировой войне	deck#4	due@2020-11-09 16:13:14
река	river	a sg реку, g sg реки, nom pl реки, d pl рекам	deck#4	due@2020-10-21 21:08:18
пить/вы- (+a or +g)	to drink, have an alcoholic drink	выпивать i/пить i; i: пью, пьёшь, past пил, пила, пило; p: выпью, выпьешь	deck#4	due@2020-11-13 21:06:51
человеческий	human (adj)		deck#4	due@2020-10-28 19:11:46
гора	mountain, hill	a sg гору, g sg горы, nom pl горы, g pl гор, d pl горам; в гору uphill	deck#4	due@2020-10-28 18:57:55
милый	nice, dear		deck#3	due@2020-10-17 16:31:00
политика (no pl)	politics; policy, policies		deck#5	due@2020-12-11 20:16:56
производство	production	производство машин car production	deck#3	due@2020-10-21 21:27:53
национальный	national; ethnic	национальное меньшинство ethnic minority	deck#6	due@2021-09-07 20:17:05
холодный	cold		deck#5	due@2020-12-11 08:40:51
государственный	state (adj)		deck#5	due@2021-01-12 21:18:22
откуда	from where	Откуда он знает? How does he know?	deck#5	due@2020-12-11 20:17:16
сложный	complicated, complex		deck#4	due@2020-11-17 20:04:12
богатый	rich		deck#4	due@2020-11-13 21:30:01
бросать/бросить (+a)	to throw; drop, abandon, give up	p: брошу, бросишь | я бросаю мяч	deck#3	due@2020-10-17 16:25:33
строительство	construction		deck#3	due@2020-10-25 19:58:37
значение	meaning, importance		deck#4	due@2020-11-04 22:31:13
